0,1.29E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001960784,0.001960784,0,0,0,0,1,0,0,0.588235294,0.098039216,0.17,0.03,0.17,0,0,0,0.05,0,2.46E-12,0.286011171,2.11E-13
0,3.82E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023529412,0,0,0,0,0,0.08,0.15,0,1,0.003921569,0,0.6,0.88,0,0,0,0,0,1,0.304521744,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239215686,0.009803922,1,1,0,0,0.05,0.07,0,1,0.101960784,0.1,0.05,0,0,1,1,0,0,0,0,1
0,6.08E-07,0.001582681,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.007843137,0.007843137,0.2,0.2,0,0,1,0,0,0.117647059,1,1,0,0.03,0.04,0.03,0.01,0,0.01,0,1,2.96E-13
0,5.21E-07,8.15E-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.056862745,0.060784314,0,0,0,0,1,0,0.09,1,1,1,0,0,0,0,0,0,0,0,1,2.11E-13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235294118,0.035294118,0,0,1,1,0.16,0.06,0,1,0.074509804,0.07,0.07,0,0,0,0,1,1,0,0,0.590755867
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323529412,0.015686275,1,1,0,0,0.05,0.06,0,1,0.035294118,0.04,0.05,0,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22745098,0.029411765,1,1,0,0,0.14,0.06,0,1,0.058823529,0.06,0.07,0,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52745098,0.043137255,1,1,0,0,0.09,0.05,0,1,0.090196078,0.09,0.05,0,0,1,1,0,0,0,0.327083775,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258823529,0.01372549,1,1,0,0,0.06,0.06,0,1,0.050980392,0.05,0.06,0,0,1,1,0,0,0,0,1
